text,affect
i was feeling comfortable in my own skin,happiness
im now and there have been many moments over the past years that have made me feel so lucky so privileged to be here i feel almost guilty for being happy about it when so many people dont make it,happiness
i just didnt feel very sociable at the time however amp pointed out to john that she probably wouldnt be able to help me since she was knitting using the english method amp i knit using the continental method,happiness
i was feelin and lookin so fine i felt i had to get out and take in some serious rock and roll on saturday night,happiness
i can feel someone supporting me like jiayou jiayou,happiness
i just spend my time knowing that you are ok and feeling content and happy for that,happiness
i feel rich comments,happiness
i feel appreciative amp blessed when folks comment on them,happiness
i feel like it was at some casual non profity thing,happiness
i didn t feel like i was good at the rehearsal but i didn t know why they chose me hahahaha,happiness
i am currently a believer in the paleo lifestyle and feel fab when i eat high protein and low carb,happiness
i did feel myself so relaxed that im pretty sure i passed out but came too once i heard her say to get up,happiness
i dont know man i feel accepted i always feel this way whenever i talk to my cousin but now i feel accepted whenever im with the person,happiness
im just occasionally feeling the strain thats all but everythings just fine,happiness
i will tell you as openly and honestly as i can exactly how i am feeling trusting that you respect my needs enough to listen and then try to modify your behavior,happiness
i must have been feeling rich because i paid for a dvd not something i do often,happiness
i am feeling a little triumphant today even if it is sunday a day of rest,happiness
i believe that every woman deserves to be beautiful and to wear clothes that makes her feel gorgeous,happiness
i do have to admit feeling popular and having attention is an inevitable innate human desire in which we all thrive for and try to achieve,happiness
i feel sweet relief when things get cancelled,happiness
im hanging out with my nephew i feel its acceptable to put a huge plastic box on my head and wear hats as shoes,happiness
i can feel a little too clearly i want it to break so i can go back to my playful self instead i have this feeling of spitefulness,happiness
i kind of feel like that was really really sweet,happiness
i wrote around then and its sitting and collecting dust until i feel brave enough to work on it again and make it good,happiness
im feeling more hopeful and i know that i will get the right mask and conquer this issue,happiness
i will feel content in knowing once more that things are good and im blessed,happiness
i feel a reverberation as if something within me some vital structure or other has crumpled has just collapsed,happiness
i woke up at feeling very invigorated and headed off to school i got to school like minutes late but so was half of the sr,happiness
i fear the let down that i feel always comes with trusting people,happiness
